"No","COUNTY","Age","Male","Female","Total"
4498,"SIAYA",27,5452,6774,12226
4499,"SIAYA",28,4061,5006,9067
4500,"SIAYA",29,4231,5521,9752
4501,"SIAYA","25-29",24683,31459,56142
4502,"SIAYA",30,6065,8101,14166
4503,"SIAYA",31,4344,5143,9487
4504,"SIAYA",32,5458,7058,12516
4505,"SIAYA",33,4895,6168,11063
4506,"SIAYA",34,4765,5514,10279
4507,"SIAYA","30-34",25527,31984,57511
4508,"SIAYA",35,5695,6101,11796
4509,"SIAYA",36,4213,4250,8463
4510,"SIAYA",37,4600,4264,8864
4511,"SIAYA",38,3064,2834,5898
4512,"SIAYA",39,3776,3704,7480
4513,"SIAYA","35-39",21348,21153,42501
4514,"SIAYA",40,4459,4888,9347
4515,"SIAYA",41,3864,3919,7783
4516,"SIAYA",42,3700,3643,7343
4517,"SIAYA",43,3418,3638,7056
4518,"SIAYA",44,2834,3163,5997
4519,"SIAYA","40-44",18275,19251,37526
4520,"SIAYA",45,3658,4152,7810
4521,"SIAYA",46,2665,3146,5811
4522,"SIAYA",47,2863,3235,6098
4523,"SIAYA",48,1779,2152,3931
4524,"SIAYA",49,2067,2528,4595
4525,"SIAYA","45-49",13032,15213,28245
4526,"SIAYA",50,2784,4115,6899
4527,"SIAYA",51,2360,3354,5714
4528,"SIAYA",52,1888,2531,4419
4529,"SIAYA",53,1589,2196,3785
4530,"SIAYA",54,1890,2392,4282
4531,"SIAYA","50-54",10511,14588,25099
4532,"SIAYA",55,2155,2746,4901
4533,"SIAYA",56,2055,3114,5169
4534,"SIAYA",57,2102,3762,5864
4535,"SIAYA",58,1459,2107,3566
4536,"SIAYA",59,1800,2748,4548
4537,"SIAYA","55-59",9571,14477,24048
4538,"SIAYA",60,2466,4026,6492
4539,"SIAYA",61,1821,2790,4611
4540,"SIAYA",62,1701,2372,4073
4541,"SIAYA",63,1628,2507,4135
4542,"SIAYA",64,1398,2083,3481
4543,"SIAYA","60-64",9014,13778,22792
4544,"SIAYA",65,1900,2839,4739
4545,"SIAYA",66,1512,2394,3906
4546,"SIAYA",67,2064,3348,5412
4547,"SIAYA",68,897,1242,2139
4548,"SIAYA",69,1454,2024,3478
4549,"SIAYA","65-69",7827,11847,19674
4550,"SIAYA",70,1944,3479,5423
4551,"SIAYA",71,1368,1908,3276
4552,"SIAYA",72,1230,1482,2712
4553,"SIAYA",73,972,1329,2301
4554,"SIAYA",74,936,1421,2357
4555,"SIAYA","70-74",6450,9619,16069
4556,"SIAYA",75,734,1297,2031
4557,"SIAYA",76,681,1084,1765
4558,"SIAYA",77,868,1582,2450
4559,"SIAYA",78,417,664,1081
4560,"SIAYA",79,580,1287,1867
4561,"SIAYA","75-79",3280,5914,9194
4562,"SIAYA",80,736,1482,2218
4563,"SIAYA",81,465,892,1357
4564,"SIAYA",82,488,704,1192
4565,"SIAYA",83,460,689,1149
4566,"SIAYA",84,386,623,1009
4567,"SIAYA","80-84",2535,4390,6925
4568,"SIAYA",85,321,649,970
4569,"SIAYA",86,258,401,659
4570,"SIAYA",87,377,612,989
4571,"SIAYA",88,158,291,449
4572,"SIAYA",89,253,634,887
4573,"SIAYA","85-89",1367,2587,3954
4574,"SIAYA",90,158,310,468
4575,"SIAYA",91,125,212,337
4576,"SIAYA",92,77,111,188
4577,"SIAYA",93,58,99,157
4578,"SIAYA",94,56,91,147
4579,"SIAYA","90-94",474,823,1297
4580,"SIAYA",95,62,95,157
4581,"SIAYA",96,27,50,77
4582,"SIAYA",97,27,53,80
4583,"SIAYA",98,15,44,59
4584,"SIAYA",99,25,60,85
4585,"SIAYA","95-99",156,302,458
4586,"SIAYA","100+",43,113,156
4587,"SIAYA","Not Stated",10,7,17
4589,"TAITA-TAVETA","Total",126717,120178,246895
4590,"TAITA-TAVETA",0,2606,2644,5250
4591,"TAITA-TAVETA",1,2672,2777,5449
4592,"TAITA-TAVETA",2,2678,2604,5282
4593,"TAITA-TAVETA",3,2815,2717,5532
4594,"TAITA-TAVETA",4,2737,2704,5441
4595,"TAITA-TAVETA","0 - 4",13508,13446,26954
4596,"TAITA-TAVETA",5,2776,2676,5452
4597,"TAITA-TAVETA",6,2671,2631,5302
4598,"TAITA-TAVETA",7,2730,2711,5441
4599,"TAITA-TAVETA",8,2778,2703,5481
4600,"TAITA-TAVETA",9,2904,2979,5883
4601,"TAITA-TAVETA","9-14",13859,13700,27559
4602,"TAITA-TAVETA",10,2975,2950,5925
4603,"TAITA-TAVETA",11,3082,2992,6074
4604,"TAITA-TAVETA",12,3239,3025,6264
4605,"TAITA-TAVETA",13,3145,3137,6282
4606,"TAITA-TAVETA",14,3055,2832,5887
4607,"TAITA-TAVETA","10-14",15496,14936,30432
4608,"TAITA-TAVETA",15,2837,2812,5649
4609,"TAITA-TAVETA",16,2797,2659,5456
4610,"TAITA-TAVETA",17,3006,2629,5635
4611,"TAITA-TAVETA",18,2593,2179,4772
4612,"TAITA-TAVETA",19,2429,2158,4587
4613,"TAITA-TAVETA","15-19",13662,12437,26099
4614,"TAITA-TAVETA",20,2406,2114,4520
4615,"TAITA-TAVETA",21,1984,1667,3651
4616,"TAITA-TAVETA",22,2017,1758,3775
4617,"TAITA-TAVETA",23,2022,1787,3809
4618,"TAITA-TAVETA",24,1756,1642,3398
4619,"TAITA-TAVETA","20-24",10185,8968,19153
4620,"TAITA-TAVETA",25,1938,1687,3625
4621,"TAITA-TAVETA",26,1612,1508,3120
4622,"TAITA-TAVETA",27,1731,1570,3301
4623,"TAITA-TAVETA",28,1513,1433,2946
4624,"TAITA-TAVETA",29,1788,1603,3391
4625,"TAITA-TAVETA","25-29",8582,7801,16383
4626,"TAITA-TAVETA",30,2042,1772,3814
4627,"TAITA-TAVETA",31,1536,1434,2970
4628,"TAITA-TAVETA",32,1937,1649,3586
4629,"TAITA-TAVETA",33,1588,1491,3079
4630,"TAITA-TAVETA",34,1534,1289,2823
4631,"TAITA-TAVETA","30-34",8637,7635,16272
4632,"TAITA-TAVETA",35,1999,1648,3647
4633,"TAITA-TAVETA",36,1636,1383,3019
4634,"TAITA-TAVETA",37,1628,1411,3039
4635,"TAITA-TAVETA",38,1322,1102,2424
4636,"TAITA-TAVETA",39,1543,1354,2897
4637,"TAITA-TAVETA","35-39",8128,6898,15026
4638,"TAITA-TAVETA",40,1761,1444,3205
4639,"TAITA-TAVETA",41,1526,1270,2796
4640,"TAITA-TAVETA",42,1492,1197,2689
4641,"TAITA-TAVETA",43,1312,1093,2405
4642,"TAITA-TAVETA",44,1234,1049,2283
4643,"TAITA-TAVETA","40-44",7325,6053,13378
4644,"TAITA-TAVETA",45,1655,1384,3039
4645,"TAITA-TAVETA",46,1262,1142,2404
4646,"TAITA-TAVETA",47,1343,1232,2575
4647,"TAITA-TAVETA",48,1023,924,1947
4648,"TAITA-TAVETA",49,1168,1075,2243
4649,"TAITA-TAVETA","45-49",6451,5757,12208
4650,"TAITA-TAVETA",50,1397,1167,2564
4651,"TAITA-TAVETA",51,1059,881,1940
4652,"TAITA-TAVETA",52,933,822,1755
4653,"TAITA-TAVETA",53,811,738,1549
4654,"TAITA-TAVETA",54,969,893,1862
4655,"TAITA-TAVETA","50-54",5169,4501,9670
4656,"TAITA-TAVETA",55,938,882,1820
4657,"TAITA-TAVETA",56,1017,919,1936
4658,"TAITA-TAVETA",57,885,1193,2078
4659,"TAITA-TAVETA",58,646,791,1437
4660,"TAITA-TAVETA",59,784,876,1660
4661,"TAITA-TAVETA","55-59",4270,4661,8931
4662,"TAITA-TAVETA",60,919,1106,2025
4663,"TAITA-TAVETA",61,755,800,1555
4664,"TAITA-TAVETA",62,741,734,1475
4665,"TAITA-TAVETA",63,694,703,1397
4666,"TAITA-TAVETA",64,578,548,1126
4667,"TAITA-TAVETA","60-64",3687,3891,7578
4668,"TAITA-TAVETA",65,745,872,1617
4669,"TAITA-TAVETA",66,613,577,1190
4670,"TAITA-TAVETA",67,742,676,1418
4671,"TAITA-TAVETA",68,443,350,793
4672,"TAITA-TAVETA",69,538,624,1162
4673,"TAITA-TAVETA","65-69",3081,3099,6180
4674,"TAITA-TAVETA",70,593,948,1541
4675,"TAITA-TAVETA",71,442,473,915
4676,"TAITA-TAVETA",72,401,341,742
4677,"TAITA-TAVETA",73,330,318,648
4678,"TAITA-TAVETA",74,319,436,755
4679,"TAITA-TAVETA","70-74",2085,2516,4601
4680,"TAITA-TAVETA",75,286,341,627
4681,"TAITA-TAVETA",76,207,246,453
4682,"TAITA-TAVETA",77,287,298,585
4683,"TAITA-TAVETA",78,168,171,339
4684,"TAITA-TAVETA",79,227,363,590
4685,"TAITA-TAVETA","75-79",1175,1419,2594
4686,"TAITA-TAVETA",80,256,393,649
4687,"TAITA-TAVETA",81,160,237,397
4688,"TAITA-TAVETA",82,115,151,266
4689,"TAITA-TAVETA",83,143,193,336
4690,"TAITA-TAVETA",84,105,196,301
4691,"TAITA-TAVETA","80-84",779,1170,1949
4692,"TAITA-TAVETA",85,101,169,270
4693,"TAITA-TAVETA",86,70,91,161
4694,"TAITA-TAVETA",87,74,168,242
4695,"TAITA-TAVETA",88,53,75,128
4696,"TAITA-TAVETA",89,79,243,322
4697,"TAITA-TAVETA","85-89",377,746,1123
4698,"TAITA-TAVETA",90,51,121,172
4699,"TAITA-TAVETA",91,34,72,106
4700,"TAITA-TAVETA",92,27,30,57
4701,"TAITA-TAVETA",93,25,38,63
4702,"TAITA-TAVETA",94,16,42,58
4703,"TAITA-TAVETA","90-94",153,303,456
4704,"TAITA-TAVETA",95,21,41,62
4705,"TAITA-TAVETA",96,7,23,30
4706,"TAITA-TAVETA",97,16,23,39
4707,"TAITA-TAVETA",98,7,23,30
4708,"TAITA-TAVETA",99,19,55,74
4709,"TAITA-TAVETA","95-99",70,165,235
4710,"TAITA-TAVETA","100+",37,75,112
4711,"TAITA-TAVETA","Not Stated",1,1,2
4713,"TANARIVER","Total",120696,119524,240220
4714,"TANARIVER",0,3835,3747,7582
4715,"TANARIVER",1,3797,3468,7265
4716,"TANARIVER",2,4471,4227,8698
4717,"TANARIVER",3,4500,4401,8901
4718,"TANARIVER",4,4885,4578,9463
4719,"TANARIVER","0 - 4",21488,20421,41909
4720,"TANARIVER",5,4624,4443,9067
4721,"TANARIVER",6,4676,4506,9182
4722,"TANARIVER",7,4386,3989,8375
4723,"TANARIVER",8,4506,4294,8800
4724,"TANARIVER",9,3568,3460,7028
4725,"TANARIVER","5-9",21760,20692,42452
4726,"TANARIVER",10,4842,4702,9544
4727,"TANARIVER",11,3110,2985,6095
4728,"TANARIVER",12,4339,3910,8249
4729,"TANARIVER",13,3458,3334,6792
4730,"TANARIVER",14,3301,3119,6420
4731,"TANARIVER","10-14",19050,18050,37100
4732,"TANARIVER",15,3453,3181,6634
4733,"TANARIVER",16,2615,2456,5071
4734,"TANARIVER",17,2598,2183,4781
4735,"TANARIVER",18,2648,2423,5071
4736,"TANARIVER",19,1907,1959,3866
4737,"TANARIVER","15-19",13221,12202,25423
4738,"TANARIVER",20,2529,2767,5296
4739,"TANARIVER",21,1450,1680,3130
4740,"TANARIVER",22,1797,1950,3747
4741,"TANARIVER",23,1611,1680,3291
4742,"TANARIVER",24,1398,1643,3041
4743,"TANARIVER","20-24",8785,9720,18505
4744,"TANARIVER",25,2168,2561,4729
4745,"TANARIVER",26,1341,1431,2772
4746,"TANARIVER",27,1235,1565,2800
4747,"TANARIVER",28,1170,1551,2721
4748,"TANARIVER",29,1030,1113,2143
4749,"TANARIVER","25-29",6944,8221,15165
4750,"TANARIVER",30,2108,2602,4710
4751,"TANARIVER",31,875,1121,1996
4752,"TANARIVER",32,1133,1309,2442
4753,"TANARIVER",33,765,971,1736
4754,"TANARIVER",34,791,763,1554
4755,"TANARIVER","30-34",5672,6766,12438
4756,"TANARIVER",35,1812,1882,3694
4757,"TANARIVER",36,875,910,1785
4758,"TANARIVER",37,850,846,1696
4759,"TANARIVER",38,653,652,1305
4760,"TANARIVER",39,587,486,1073
4761,"TANARIVER","35-39",4777,4776,9553
4762,"TANARIVER",40,1675,1642,3317
4763,"TANARIVER",41,851,952,1803
4764,"TANARIVER",42,723,648,1371
4765,"TANARIVER",43,487,466,953
4766,"TANARIVER",44,415,328,743
4767,"TANARIVER","40-44",4151,4036,8187
4768,"TANARIVER",45,1315,1416,2731
4769,"TANARIVER",46,709,795,1504
4770,"TANARIVER",47,628,594,1222
4771,"TANARIVER",48,505,458,963
4772,"TANARIVER",49,473,386,859
4773,"TANARIVER","45-49",3630,3649,7279
4774,"TANARIVER",50,1117,1098,2215
4775,"TANARIVER",51,391,417,808
4776,"TANARIVER",52,478,437,915
4777,"TANARIVER",53,347,282,629
4778,"TANARIVER",54,431,418,849
4779,"TANARIVER","50-54",2764,2652,5416
4780,"TANARIVER",55,531,440,971
4781,"TANARIVER",56,528,413,941
4782,"TANARIVER",57,443,451,894
4783,"TANARIVER",58,426,483,909
4784,"TANARIVER",59,447,462,909
4785,"TANARIVER","55-59",2375,2249,4624
4786,"TANARIVER",60,850,933,1783
4787,"TANARIVER",61,403,342,745
4788,"TANARIVER",62,361,336,697
4789,"TANARIVER",63,370,341,711
4790,"TANARIVER",64,247,218,465
4791,"TANARIVER","60-64",2231,2170,4401
4792,"TANARIVER",65,454,498,952
4793,"TANARIVER",66,214,228,442
4794,"TANARIVER",67,274,236,510
4795,"TANARIVER",68,217,173,390
4796,"TANARIVER",69,252,289,541
4797,"TANARIVER","65-69",1411,1424,2835
4798,"TANARIVER",70,496,637,1133
4799,"TANARIVER",71,190,206,396
4800,"TANARIVER",72,149,125,274
4801,"TANARIVER",73,159,117,276
4802,"TANARIVER",74,113,96,209
4803,"TANARIVER","70-74",1107,1181,2288
4804,"TANARIVER",75,169,177,346
4805,"TANARIVER",76,112,109,221
4806,"TANARIVER",77,91,69,160
4807,"TANARIVER",78,98,70,168
4808,"TANARIVER",79,121,88,209
4809,"TANARIVER","75-79",591,513,1104
4810,"TANARIVER",80,200,233,433
4811,"TANARIVER",81,46,55,101
4812,"TANARIVER",82,57,33,90
4813,"TANARIVER",83,46,50,96
4814,"TANARIVER",84,43,32,75
4815,"TANARIVER","80-84",392,403,795
4816,"TANARIVER",85,72,51,123
4817,"TANARIVER",86,30,24,54
4818,"TANARIVER",87,43,35,78
4819,"TANARIVER",88,32,10,42
4820,"TANARIVER",89,37,54,91
4821,"TANARIVER","85-89",214,174,388
4822,"TANARIVER",90,44,84,128
4823,"TANARIVER",91,10,24,34
4824,"TANARIVER",92,7,12,19
4825,"TANARIVER",93,5,11,16
4826,"TANARIVER",94,5,2,7
4827,"TANARIVER","90-94",71,133,204
4828,"TANARIVER",95,11,18,29
4829,"TANARIVER",96,5,7,12
4830,"TANARIVER",97,3,8,11
4831,"TANARIVER",98,4,9,13
4832,"TANARIVER",99,9,9,18
4833,"TANARIVER","95-99",32,51,83
4834,"TANARIVER","100+",25,40,65
4835,"TANARIVER","Not Stated",5,1,6
4837,"THARAKA-NITHI","Total",177716,182712,360428
4838,"THARAKA-NITHI",0,3469,3486,6955
4839,"THARAKA-NITHI",1,3564,3604,7168
4840,"THARAKA-NITHI",2,3743,3679,7422
4841,"THARAKA-NITHI",3,3800,3926,7726
4842,"THARAKA-NITHI",4,3786,3787,7573
4843,"THARAKA-NITHI","0 - 4",18362,18482,36844
4844,"THARAKA-NITHI",5,3996,3868,7864
4845,"THARAKA-NITHI",6,3897,3912,7809
4846,"THARAKA-NITHI",7,4089,3982,8071
4847,"THARAKA-NITHI",8,4038,4068,8106
4848,"THARAKA-NITHI",9,4318,4259,8577
4849,"THARAKA-NITHI","5-9",20338,20089,40427
4850,"THARAKA-NITHI",10,4520,4354,8874
4851,"THARAKA-NITHI",11,4213,4307,8520
4852,"THARAKA-NITHI",12,4793,4662,9455
4853,"THARAKA-NITHI",13,4778,4719,9497
4854,"THARAKA-NITHI",14,4602,4503,9105
4855,"THARAKA-NITHI","10-14",22906,22545,45451
4856,"THARAKA-NITHI",15,4431,4455,8886
4857,"THARAKA-NITHI",16,4246,4329,8575
4858,"THARAKA-NITHI",17,4420,4037,8457
4859,"THARAKA-NITHI",18,3594,3402,6996
4860,"THARAKA-NITHI",19,3675,3527,7202
4861,"THARAKA-NITHI","15-19",20366,19750,40116
4862,"THARAKA-NITHI",20,3117,3243,6360
4863,"THARAKA-NITHI",21,2723,2753,5476
4864,"THARAKA-NITHI",22,2641,2738,5379
4865,"THARAKA-NITHI",23,2675,2901,5576
4866,"THARAKA-NITHI",24,2394,2540,4934
4867,"THARAKA-NITHI","20-24",13550,14175,27725
4868,"THARAKA-NITHI",25,2606,2633,5239
4869,"THARAKA-NITHI",26,2111,2273,4384
4870,"THARAKA-NITHI",27,2340,2477,4817
4871,"THARAKA-NITHI",28,1939,2115,4054
4872,"THARAKA-NITHI",29,2230,2407,4637
4873,"THARAKA-NITHI","25-29",11226,11905,23131
4874,"THARAKA-NITHI",30,2742,3121,5863
4875,"THARAKA-NITHI",31,2149,2169,4318
4876,"THARAKA-NITHI",32,2498,2810,5308
4877,"THARAKA-NITHI",33,2379,2658,5037
4878,"THARAKA-NITHI",34,1945,2188,4133
4879,"THARAKA-NITHI","30-34",11713,12946,24659
4880,"THARAKA-NITHI",35,2896,3004,5900
4881,"THARAKA-NITHI",36,1978,2018,3996
4882,"THARAKA-NITHI",37,2150,2047,4197
4883,"THARAKA-NITHI",38,1721,1722,3443
4884,"THARAKA-NITHI",39,2189,2193,4382
4885,"THARAKA-NITHI","35-39",10934,10984,21918
4886,"THARAKA-NITHI",40,2423,2373,4796
4887,"THARAKA-NITHI",41,2123,1950,4073
4888,"THARAKA-NITHI",42,1925,1836,3761
4889,"THARAKA-NITHI",43,1708,1751,3459
4890,"THARAKA-NITHI",44,1579,1610,3189
4891,"THARAKA-NITHI","40-44",9758,9520,19278
4892,"THARAKA-NITHI",45,2241,2377,4618
4893,"THARAKA-NITHI",46,1957,1999,3956
4894,"THARAKA-NITHI",47,1792,1793,3585
4895,"THARAKA-NITHI",48,1410,1389,2799
4896,"THARAKA-NITHI",49,1714,1769,3483
4897,"THARAKA-NITHI","45-49",9114,9327,18441
4898,"THARAKA-NITHI",50,1789,1928,3717
4899,"THARAKA-NITHI",51,1446,1350,2796
4900,"THARAKA-NITHI",52,1106,969,2075
4901,"THARAKA-NITHI",53,873,846,1719
4902,"THARAKA-NITHI",54,1174,1054,2228
4903,"THARAKA-NITHI","50-54",6388,6147,12535
4904,"THARAKA-NITHI",55,1347,1212,2559
4905,"THARAKA-NITHI",56,1466,1422,2888
4906,"THARAKA-NITHI",57,1114,1356,2470
4907,"THARAKA-NITHI",58,1095,1167,2262
4908,"THARAKA-NITHI",59,1299,1400,2699
4909,"THARAKA-NITHI","55-59",6321,6557,12878
4910,"THARAKA-NITHI",60,1562,1594,3156
4911,"THARAKA-NITHI",61,1119,1141,2260
4912,"THARAKA-NITHI",62,972,911,1883
4913,"THARAKA-NITHI",63,873,944,1817
4914,"THARAKA-NITHI",64,639,637,1276
4915,"THARAKA-NITHI","60-64",5165,5227,10392
4916,"THARAKA-NITHI",65,956,1103,2059
4917,"THARAKA-NITHI",66,662,678,1340
4918,"THARAKA-NITHI",67,1127,1183,2310
4919,"THARAKA-NITHI",68,544,583,1127
4920,"THARAKA-NITHI",69,817,1060,1877
4921,"THARAKA-NITHI","65-69",4106,4607,8713
4922,"THARAKA-NITHI",70,1053,1470,2523
4923,"THARAKA-NITHI",71,772,868,1640
4924,"THARAKA-NITHI",72,552,635,1187
4925,"THARAKA-NITHI",73,397,523,920
4926,"THARAKA-NITHI",74,440,618,1058
4927,"THARAKA-NITHI","70-74",3214,4114,7328
4928,"THARAKA-NITHI",75,409,493,902
4929,"THARAKA-NITHI",76,277,336,613
4930,"THARAKA-NITHI",77,411,514,925
4931,"THARAKA-NITHI",78,266,265,531
4932,"THARAKA-NITHI",79,329,589,918
4933,"THARAKA-NITHI","75-79",1692,2197,3889
4934,"THARAKA-NITHI",80,453,684,1137
4935,"THARAKA-NITHI",81,192,356,548
4936,"THARAKA-NITHI",82,173,183,356
4937,"THARAKA-NITHI",83,227,277,504
4938,"THARAKA-NITHI",84,176,291,467
4939,"THARAKA-NITHI","80-84",1221,1791,3012
4940,"THARAKA-NITHI",85,169,247,416
4941,"THARAKA-NITHI",86,117,145,262
4942,"THARAKA-NITHI",87,165,238,403
4943,"THARAKA-NITHI",88,93,113,206
4944,"THARAKA-NITHI",89,201,424,625
4945,"THARAKA-NITHI","85-89",745,1167,1912
4946,"THARAKA-NITHI",90,95,192,287
4947,"THARAKA-NITHI",91,80,151,231
4948,"THARAKA-NITHI",92,35,62,97
4949,"THARAKA-NITHI",93,37,65,102
4950,"THARAKA-NITHI",94,50,74,124
4951,"THARAKA-NITHI","90-94",297,544,841
4952,"THARAKA-NITHI",95,45,82,127
4953,"THARAKA-NITHI",96,19,49,68
4954,"THARAKA-NITHI",97,66,79,145
4955,"THARAKA-NITHI",98,25,45,70
4956,"THARAKA-NITHI",99,56,146,202
4957,"THARAKA-NITHI","95-99",211,401,612
4958,"THARAKA-NITHI","100+",84,233,317
4959,"THARAKA-NITHI","Not Stated",5,4,9
4961,"TRANS NZOIA","Total",400606,410978,811584
4962,"TRANS NZOIA",0,9714,9683,19397
4963,"TRANS NZOIA",1,10163,10260,20423
4964,"TRANS NZOIA",2,10573,10355,20928
4965,"TRANS NZOIA",3,11546,11455,23001
4966,"TRANS NZOIA",4,11867,11404,23271
4967,"TRANS NZOIA","0 - 4",53863,53157,107020
4968,"TRANS NZOIA",5,12181,11690,23871
4969,"TRANS NZOIA",6,12278,12136,24414
4970,"TRANS NZOIA",7,11983,12106,24089
4971,"TRANS NZOIA",8,11395,11568,22963
4972,"TRANS NZOIA",9,13109,12926,26035
4973,"TRANS NZOIA","5-9",60946,60426,121372
4974,"TRANS NZOIA",10,13366,12634,26000
4975,"TRANS NZOIA",11,11998,12381,24379
4976,"TRANS NZOIA",12,13318,12764,26082
4977,"TRANS NZOIA",13,13118,12951,26069
4978,"TRANS NZOIA",14,12673,12284,24957
4979,"TRANS NZOIA","10-14",64473,63014,127487
4980,"TRANS NZOIA",15,12338,11809,24147
4981,"TRANS NZOIA",16,11272,10939,22211
4982,"TRANS NZOIA",17,11898,10804,22702
4983,"TRANS NZOIA",18,8818,8089,16907
4984,"TRANS NZOIA",19,9798,8962,18760
4985,"TRANS NZOIA","15-19",54124,50603,104727
4986,"TRANS NZOIA",20,7998,7927,15925
4987,"TRANS NZOIA",21,6567,6752,13319
4988,"TRANS NZOIA",22,6153,6599,12752
4989,"TRANS NZOIA",23,6059,6733,12792
4990,"TRANS NZOIA",24,5251,5913,11164
4991,"TRANS NZOIA","20-24",32028,33924,65952
4992,"TRANS NZOIA",25,5749,6521,12270
4993,"TRANS NZOIA",26,4498,5446,9944
4994,"TRANS NZOIA",27,5004,5563,10567
4995,"TRANS NZOIA",28,3699,4351,8050
4996,"TRANS NZOIA",29,4383,5009,9392
4997,"TRANS NZOIA","25-29",23333,26890,50223
4998,"TRANS NZOIA",30,5081,5993,11074
4999,"TRANS NZOIA",31,4054,4711,8765
5000,"TRANS NZOIA",32,5138,5995,11133
5001,"TRANS NZOIA",33,4227,5228,9455
5002,"TRANS NZOIA",34,3855,4377,8232
5003,"TRANS NZOIA","30-34",22355,26304,48659
5004,"TRANS NZOIA",35,4968,5129,10097
5005,"TRANS NZOIA",36,3501,3598,7099
5006,"TRANS NZOIA",37,3733,3530,7263
5007,"TRANS NZOIA",38,2786,2737,5523
5008,"TRANS NZOIA",39,3153,3038,6191
5009,"TRANS NZOIA","35-39",18141,18032,36173
5010,"TRANS NZOIA",40,3656,3767,7423
5011,"TRANS NZOIA",41,3611,3936,7547
5012,"TRANS NZOIA",42,3767,3940,7707
5013,"TRANS NZOIA",43,3388,3708,7096
5014,"TRANS NZOIA",44,2477,2631,5108
5015,"TRANS NZOIA","40-44",16899,17982,34881
5016,"TRANS NZOIA",45,3710,3825,7535
5017,"TRANS NZOIA",46,2720,2768,5488
5018,"TRANS NZOIA",47,2766,2928,5694
5019,"TRANS NZOIA",48,1911,2000,3911
5020,"TRANS NZOIA",49,2290,2353,4643
5021,"TRANS NZOIA","45-49",13397,13874,27271
5022,"TRANS NZOIA",50,2462,2678,5140
5023,"TRANS NZOIA",51,2174,2384,4558
5024,"TRANS NZOIA",52,1929,2161,4090
5025,"TRANS NZOIA",53,1781,1949,3730
5026,"TRANS NZOIA",54,1818,2027,3845
5027,"TRANS NZOIA","50-54",10164,11199,21363
5028,"TRANS NZOIA",55,1875,1918,3793
5029,"TRANS NZOIA",56,1737,2073,3810
5030,"TRANS NZOIA",57,1813,2546,4359
5031,"TRANS NZOIA",58,1552,1881,3433
5032,"TRANS NZOIA",59,2048,2138,4186
5033,"TRANS NZOIA","55-59",9025,10556,19581
5034,"TRANS NZOIA",60,1979,2012,3991
5035,"TRANS NZOIA",61,1670,1787,3457
5036,"TRANS NZOIA",62,1336,1417,2753
5037,"TRANS NZOIA",63,1519,1654,3173
5038,"TRANS NZOIA",64,1040,1171,2211
5039,"TRANS NZOIA","60-64",7544,8041,15585
5040,"TRANS NZOIA",65,1472,1645,3117
5041,"TRANS NZOIA",66,891,975,1866
5042,"TRANS NZOIA",67,1341,1544,2885
5043,"TRANS NZOIA",68,648,624,1272
5044,"TRANS NZOIA",69,1098,1137,2235
5045,"TRANS NZOIA","65-69",5450,5925,11375
5046,"TRANS NZOIA",70,1050,1255,2305
5047,"TRANS NZOIA",71,946,1043,1989
5048,"TRANS NZOIA",72,728,679,1407
5049,"TRANS NZOIA",73,695,764,1459
5050,"TRANS NZOIA",74,528,654,1182
5051,"TRANS NZOIA","70-74",3947,4395,8342
5052,"TRANS NZOIA",75,547,668,1215
5053,"TRANS NZOIA",76,436,612,1048
5054,"TRANS NZOIA",77,538,695,1233
5055,"TRANS NZOIA",78,299,346,645
5056,"TRANS NZOIA",79,316,537,853
5057,"TRANS NZOIA","75-79",2136,2858,4994
5058,"TRANS NZOIA",80,421,533,954
5059,"TRANS NZOIA",81,251,323,574
5060,"TRANS NZOIA",82,241,291,532
5061,"TRANS NZOIA",83,326,357,683
5062,"TRANS NZOIA",84,212,261,473
5063,"TRANS NZOIA","80-84",1451,1765,3216
5064,"TRANS NZOIA",85,206,305,511
5065,"TRANS NZOIA",86,146,193,339
5066,"TRANS NZOIA",87,214,309,523
5067,"TRANS NZOIA",88,101,103,204
5068,"TRANS NZOIA",89,162,310,472
5069,"TRANS NZOIA","85-89",829,1220,2049
5070,"TRANS NZOIA",90,54,136,190
5071,"TRANS NZOIA",91,101,114,215
5072,"TRANS NZOIA",92,51,43,94
5073,"TRANS NZOIA",93,55,75,130
5074,"TRANS NZOIA",94,36,49,85
5075,"TRANS NZOIA","90-94",297,417,714
5076,"TRANS NZOIA",95,79,114,193
5077,"TRANS NZOIA",96,23,42,65
5078,"TRANS NZOIA",97,36,47,83
5079,"TRANS NZOIA",98,15,23,38
5080,"TRANS NZOIA",99,22,53,75
5081,"TRANS NZOIA","95-99",175,279,454
5082,"TRANS NZOIA","100+",28,116,144
5083,"TRANS NZOIA","Not Stated",1,1,2
5085,"TURKANA","Total",406490,379675,786165
5086,"TURKANA",0,8006,8078,16084
5087,"TURKANA",1,9236,9013,18249
5088,"TURKANA",2,12530,12474,25004
5089,"TURKANA",3,13112,12924,26036
5090,"TURKANA",4,13480,13246,26726
5091,"TURKANA","0 - 4",56364,55735,112099
5092,"TURKANA",5,14232,13492,27724
5093,"TURKANA",6,13763,13220,26983
5094,"TURKANA",7,11882,11217,23099
5095,"TURKANA",8,14495,13737,28232
5096,"TURKANA",9,10552,10064,20616
5097,"TURKANA","5-9",64924,61730,126654
5098,"TURKANA",10,18609,17455,36064
